cif,formula,tipo_compuesto_real,compuesto_predicho_como,valor_salida_red,grupo_espacial,numero_sitios,numero_elementos
1501507,Mg0.25Ti0.25Nb0.5Pb1O3,Perovskita,Perovskita,74.62,221,3,5.0
1507757,BaTiO3,Perovskita,Perovskita,99.6,221,3,3.0
1508503,LaAlO3,Perovskita,Perovskita,99.92,167,3,3.0
1509463,Mn3AgN,Perovskita,Perovskita,98.33,221,3,3.0
1510091,CsAuCl3,Perovskita,Perovskita,56.23,221,3,3.0
1510209,K3AuO,Perovskita,Perovskita,98.92,221,3,3.0
1510243,V3AuN,Perovskita,Perovskita,97.61,221,3,3.0
1510260,Rb3AuO,Perovskita,Perovskita,98.8,221,3,3.0
1511029,CeBPd3,Perovskita,Perovskita,82.77,221,3,3.0
1511090,DyBPd3,Perovskita,Perovskita,85.0,221,3,3.0
1511092,DyBRh3,Perovskita,Perovskita,97.61,221,3,3.0
1511100,ErBPd3,Perovskita,Perovskita,84.24,221,3,3.0
1511101,Er1B1Rh1.8Pt1.2,Perovskita,Perovskita,96.57,221,3,4.0
1511103,Sc1B0.21Rh3,Perovskita,Perovskita,95.41,221,3,3.0
1511104,ErBRh3,Perovskita,Perovskita,97.32,221,3,3.0
1511115,EuBPd3,Perovskita,Perovskita,81.78,221,3,3.0
1511116,EuBRh3,Perovskita,Perovskita,97.68,221,3,3.0
1511131,FeBO3,Perovskita,Perovskita,71.19,167,3,3.0
1511166,GdBPd3,Perovskita,Perovskita,84.96,221,3,3.0
1511167,GdBRh3,Perovskita,Perovskita,97.7,221,3,3.0
1511182,HoBPd3,Perovskita,Perovskita,84.75,221,3,3.0
1511189,Sc3InB,Perovskita,Perovskita,88.07,221,3,3.0
1511193,Sc1B0.444Rh3,Perovskita,Perovskita,93.07,221,3,3.0
1511195,ScBIr3,Perovskita,Perovskita,88.55,221,3,3.0
1511209,Er1B0.5Pd3,Perovskita,Perovskita,97.88,221,3,3.0
1511210,LaBRh3,Perovskita,Perovskita,97.34,221,3,3.0
1511218,In1Ni3.5B0.5,Perovskita,No_perovskita,1.26,221,3,3.0
1511226,Ce1B0.55Rh3,Perovskita,Perovskita,99.51,221,3,3.0
1511229,LuBPd3,Perovskita,Perovskita,83.21,221,3,3.0
1511230,LuBRh3,Perovskita,Perovskita,96.86,221,3,3.0
1511233,Ce1B0.6Pd3,Perovskita,Perovskita,98.97,221,3,3.0
1511263,NdBRh3,Perovskita,Perovskita,97.38,221,3,3.0
1511293,Sc3BPb,Perovskita,Perovskita,88.67,221,3,3.0
1511296,PrBPd3,Perovskita,Perovskita,78.68,221,3,3.0
1511297,SmBPd3,Perovskita,Perovskita,84.25,221,3,3.0
1511298,Sc1B0.706Rh3,Perovskita,Perovskita,97.49,221,3,3.0
1511299,TbBPd3,Perovskita,Perovskita,87.69,221,3,3.0
1511300,TmBPd3,Perovskita,Perovskita,83.85,221,3,3.0
1511301,YbBPd3,Perovskita,Perovskita,87.41,221,3,3.0
1511303,PrBRh3,Perovskita,Perovskita,97.1,221,3,3.0
1511308,U1B0.75Ru3,Perovskita,Perovskita,81.6,221,3,3.0
1511312,ScBRh3,Perovskita,Perovskita,92.75,221,3,3.0
1511314,SmBRh3,Perovskita,Perovskita,97.7,221,3,3.0
1511316,TmBRh3,Perovskita,Perovskita,97.3,221,3,3.0
1511318,U1B0.8Rh3,Perovskita,Perovskita,55.71,221,3,3.0
1511319,YBRh3,Perovskita,Perovskita,97.57,221,3,3.0
1511320,YbBRh3,Perovskita,Perovskita,97.7,221,3,3.0
1511324,Sc3SnB,Perovskita,Perovskita,92.3,221,3,3.0
1511325,Sc3TlB,Perovskita,Perovskita,87.28,221,3,3.0
1511379,Th1B0.9Ru3,Perovskita,Perovskita,92.96,221,3,3.0
1511434,Er1B0.98Rh3,Perovskita,Perovskita,97.61,221,3,3.0
1512117,SrVO3,Perovskita,Perovskita,99.51,221,3,3.0
1512124,SrTiO3,Perovskita,Perovskita,99.63,221,3,3.0
1520321,GaBO3,Perovskita,Perovskita,88.96,167,3,3.0
1520883,Ba0.8Fe0.8Bi0.4O2.601,Perovskita,Perovskita,97.42,221,3,4.0
1520884,Ba0.71Fe0.86Bi0.43O2.6451,Perovskita,Perovskita,94.93,221,3,4.0
1520885,Ba1Fe0.67Bi0.33O2.499,Perovskita,Perovskita,98.99,221,3,4.0
1520889,Ba0.89Fe0.74Bi0.37O2.5551,Perovskita,Perovskita,98.48,221,3,4.0
1520890,Ba0.7Fe0.9Bi0.4O2.67,Perovskita,Perovskita,97.59,221,3,4.0
1520894,Sr0.667Pr0.333Fe1O2.679,Perovskita,Perovskita,99.15,221,3,4.0
1520896,Sr4.002Pr1.998Fe6O17.658,Perovskita,Perovskita,99.57,167,3,4.0
1520951,Ba0.9La5.1Mn6O18,Perovskita,Perovskita,99.89,167,3,4.0
1520952,Ba1.35La4.65Mn6O18,Perovskita,Perovskita,99.9,167,3,4.0
1521039,Sr0.74Ca0.26V1O3,Perovskita,Perovskita,99.51,221,3,4.0
1521063,BaCeO3,Perovskita,Perovskita,86.83,167,3,3.0
1521105,La4.2Mn5.4Fe0.6Pb1.8O18,Perovskita,Perovskita,98.04,167,3,5.0
1521106,La4.2Mn5.4Ni0.6Pb1.8O18,Perovskita,Perovskita,98.48,167,3,5.0
1521175,PrAlO3,Perovskita,Perovskita,99.94,167,3,3.0
1521178,NdAlO3,Perovskita,Perovskita,99.93,167,3,3.0
1521187,LaGaO3,Perovskita,Perovskita,99.64,167,3,3.0
1521195,LaAlO3,Perovskita,Perovskita,98.82,221,3,3.0
1521246,Na0.6Sr0.4Ta1O3,Perovskita,Perovskita,89.46,221,3,4.0
1521248,Na0.7Sr0.3Ta1O3,Perovskita,Perovskita,85.87,221,3,4.0
1521267,Ba0.256Sr0.744Ti1O3,Perovskita,Perovskita,99.81,221,3,4.0
1521268,Ba0.2496Sr0.7488Zr0.2832Ti0.7152O3,Perovskita,Perovskita,99.77,221,3,5.0
1521269,Ba0.272Sr0.728Zr0.4032Ti0.5968O3,Perovskita,Perovskita,99.76,221,3,5.0
1521335,Sr0.4La1.6Mn2O5.802,Perovskita,Perovskita,85.52,167,3,4.0
1521435,D3LiEu,Perovskita,Perovskita,96.44,221,3,3.0
1521712,Ba1Ce0.1Zr0.9O3,Perovskita,Perovskita,99.76,221,3,4.0
1521713,Ba6Ce2.4Zr3.6O18,Perovskita,Perovskita,99.71,167,3,4.0
1521715,Ba1Ce0.4Zr0.6O3,Perovskita,Perovskita,99.74,221,3,4.0
1521716,Ba6Ce4.8Zr1.2O18,Perovskita,Perovskita,99.56,167,3,4.0
1521717,Ba1Ce0.8Zr0.2O3,Perovskita,Perovskita,99.68,221,3,4.0
1521720,Ba0.5La0.5Fe0.5Cu0.5O2.67,Perovskita,Perovskita,99.26,221,3,5.0
1521746,Sc0.48Nb0.52Pb1O3,Perovskita,Perovskita,53.64,221,3,4.0
1521772,LiNbO3,Perovskita,Perovskita,61.64,167,3,3.0
1521791,LaMnO3,Perovskita,Perovskita,99.87,167,3,3.0
1521795,Sr1.92La4.002Mn6O14.004F3.798,Perovskita,Perovskita,99.91,167,3,5.0
1521797,Sr2.1La3.798Mn6O11.808F5.796,Perovskita,Perovskita,99.92,167,3,5.0
1521819,Na0.6La5.4Mn6O18,Perovskita,Perovskita,99.76,167,3,4.0
1521850,La6Ti0.6Ni5.4O18,Perovskita,Perovskita,99.47,167,3,4.0
1521879,La4.8Eu1.2Ni6O18,Perovskita,Perovskita,99.15,167,3,4.0
1522003,La1.912Mn1.53Cr0.382O6,Perovskita,Perovskita,91.71,167,3,4.0
1522004,La1.902Mn1.902O6,Perovskita,Perovskita,91.8,167,3,3.0
1522061,Ba0.8La0.2In1O2.598,Perovskita,Perovskita,98.79,221,3,4.0
1522062,Ba0.6La0.4In1O2.7,Perovskita,Perovskita,98.83,221,3,4.0
1522066,Ba1In0.65Ga0.35O2.4999,Perovskita,Perovskita,98.86,221,3,4.0
1522088,Ba0.829Sr0.171Ce0.11Ti0.89O3,Perovskita,Perovskita,99.89,221,3,5.0
1522090,Ba0.592Sr0.408Ti1O3,Perovskita,Perovskita,99.84,221,3,4.0
1522092,Ba0.994Sr0.006Ce0.063Ti0.937O3,Perovskita,Perovskita,99.9,221,3,5.0
1522129,Ba0.93Mg0.21Ti0.79O2.97,Perovskita,Perovskita,99.81,221,3,4.0
1522293,Sr1Nb0.5Co0.5O3,Perovskita,Perovskita,99.56,221,3,4.0
1522299,Ba1Nb0.5Co0.5O3,Perovskita,Perovskita,99.73,221,3,4.0
1523227,Ti3.2Hg0.8N1,Perovskita,Perovskita,95.49,221,3,3.0
1523788,Nd3GaN,Perovskita,Perovskita,89.0,221,3,3.0
1525461,Ca3SnO,Perovskita,Perovskita,98.71,221,3,3.0
1525462,Ca3PbO,Perovskita,Perovskita,98.65,221,3,3.0
1525463,Sr3PbO,Perovskita,Perovskita,98.3,221,3,3.0
1525464,Ba3PbO,Perovskita,Perovskita,96.07,221,3,3.0
1525465,Ba3SnO,Perovskita,Perovskita,96.13,221,3,3.0
1525549,Sr1Ti0.1Fe0.9O2.949,Perovskita,Perovskita,99.68,221,3,4.0
1525550,Sr1Ti0.5Fe0.5O2.901,Perovskita,Perovskita,99.81,221,3,4.0
1525673,CsPbF3,Perovskita,Perovskita,85.16,221,3,3.0
1525709,K0.38Ba0.62Bi1O3,Perovskita,Perovskita,95.53,221,3,4.0
1525810,Sr1.8Ca0.6La3.6Mn6O18,Perovskita,Perovskita,99.87,167,3,5.0
1525812,Sr1.2Ca1.2La3.6Mn6O18,Perovskita,Perovskita,99.87,167,3,5.0
1525854,SrLa(CoO3)2,Perovskita,Perovskita,99.39,167,3,4.0
1525856,K0.48La4.98Mn6O17.154,Perovskita,Perovskita,99.41,167,3,4.0
1525858,Na0.72La4.74Mn6O16.866,Perovskita,Perovskita,99.3,167,3,4.0
1526256,Sr1Fe0.6667Te0.3333O3,Perovskita,Perovskita,98.47,221,3,4.0
1526420,Li0.5La0.5Ti1O3,Perovskita,Perovskita,94.68,221,3,4.0
1526437,Nd1Ge0.54Rh0.79,Perovskita,Perovskita,97.33,221,3,3.0
1526628,K0.4Ba0.6Bi1O3,Perovskita,Perovskita,95.62,221,3,4.0
1526747,Sr0.8Ca0.2Fe1O3,Perovskita,Perovskita,99.47,221,3,4.0
1526755,Ba6Ce4.2Y1.8O17.1,Perovskita,Perovskita,99.42,167,3,4.0
1526757,Ba6Ce4.8Y1.2O17.406,Perovskita,Perovskita,99.44,167,3,4.0
1526868,La4.38Nd1.62Ga6O18,Perovskita,Perovskita,99.58,167,3,4.0
1526875,La5.4Sm0.6Ga6O18,Perovskita,Perovskita,99.55,167,3,4.0
1526932,Sr1W1N1.308O1.689,Perovskita,Perovskita,98.26,221,3,4.0
1527016,Ba1In0.7Ga0.3O2.499,Perovskita,Perovskita,98.82,221,3,4.0
1527018,Ba1In0.55Ga0.45O2.499,Perovskita,Perovskita,98.93,221,3,4.0
1527230,Ca3BiN,Perovskita,Perovskita,99.18,221,3,3.0
1527232,Ca3PN,Perovskita,Perovskita,96.9,221,3,3.0
1527233,Ca3PbN,Perovskita,Perovskita,95.32,221,3,3.0
1527235,Ca3SnN,Perovskita,Perovskita,96.22,221,3,3.0
1527533,CsHgF3,Perovskita,No_perovskita,46.7,221,3,3.0
1527534,RbHgF3,Perovskita,No_perovskita,41.36,221,3,3.0
1528296,Sr1Fe0.6Co0.4O2.5599,Perovskita,Perovskita,99.1,221,3,4.0
1528362,Sr0.667Gd0.333Fe1O2.9001,Perovskita,Perovskita,95.32,221,3,4.0
1528363,Sr0.875Gd0.125Fe1O2.9499,Perovskita,Perovskita,94.56,221,3,4.0
1528364,Sr1Fe1O2.9601,Perovskita,Perovskita,94.36,221,3,3.0
1528422,Sr1Mn0.91059Ga0.08941O2.9319,Perovskita,Perovskita,99.32,221,3,4.0
1528423,Sr1Mn0.7355Ga0.2645O2.829,Perovskita,Perovskita,99.46,221,3,4.0
1528424,Sr1Mn0.67413Ga0.32587O2.81619,Perovskita,Perovskita,99.43,221,3,4.0
1528425,Sr1Mn0.54131Ga0.45869O2.6511,Perovskita,Perovskita,99.56,221,3,4.0
1528632,Sr0.925Ce0.075Mn1O3,Perovskita,Perovskita,99.9,221,3,4.0
1528663,Sr1Co1O2.481,Perovskita,Perovskita,98.57,221,3,3.0
1528673,Ba1U0.3333In0.6667O3,Perovskita,Perovskita,99.27,221,3,4.0
1528786,Eu1W1N1.4199O1.5801,Perovskita,Perovskita,95.12,221,3,4.0
1528847,D3CaNi,Perovskita,Perovskita,91.94,221,3,3.0
1528887,TiHgO3,Perovskita,Perovskita,95.27,167,3,3.0
1529678,Ca4.02Cd1.98C6O18,Perovskita,Perovskita,97.91,167,3,4.0
1530064,Li2.001Br1O1,Perovskita,Perovskita,84.76,221,3,3.0
1530110,CsPbCl3,Perovskita,No_perovskita,37.14,221,3,3.0
1530681,CsPbBr3,Perovskita,No_perovskita,44.52,221,3,3.0
1530998,Sr3SnO,Perovskita,Perovskita,98.32,221,3,3.0
1531017,FeBiO3,Perovskita,No_perovskita,20.8,221,3,3.0
1531089,Ba0.7La0.3Mg0.15Ti0.85O3,Perovskita,Perovskita,99.57,221,3,5.0
1531090,Ba0.9La0.1Mg0.05Ti0.95O3,Perovskita,Perovskita,99.59,221,3,5.0
1531211,La3.9Mn6Pb2.1O18,Perovskita,Perovskita,97.6,167,3,4.0
1531292,La5.532Mn5.622O18,Perovskita,Perovskita,99.71,167,3,3.0
1531401,La0.3Ti1Pb0.56O3,Perovskita,Perovskita,60.55,221,3,4.0
1531497,Ba1In0.667Mo0.333O3,Perovskita,Perovskita,97.73,221,3,4.0
1531502,Ba1In0.667W0.333O3,Perovskita,Perovskita,98.76,221,3,4.0
1531528,La5.28Mn6Pb0.6O18,Perovskita,Perovskita,99.73,167,3,4.0
1531673,Mg0.283Nb0.717Pb1O3,Perovskita,Perovskita,66.98,221,3,4.0
1531677,Ba0.414Mg0.28Nb0.72Pb0.586O3,Perovskita,Perovskita,79.46,221,3,5.0
1531838,Ba1.8Ca0.6La3.6Mn6O18,Perovskita,Perovskita,99.91,167,3,5.0
1531841,Ba1.2Ca1.2La3.6Mn6O18,Perovskita,Perovskita,99.9,167,3,5.0
1532010,Sr2.166La3.834Mn6O18,Perovskita,Perovskita,99.88,167,3,4.0
1532172,Ca3.6La2.4Ti6O18,Perovskita,Perovskita,99.71,167,3,4.0
1532194,Sr0.6La5.4Mg1.14Ga4.86O16.92,Perovskita,Perovskita,99.42,167,3,5.0
1532197,Sr0.67Nd0.33Cu0.67Ru0.33O3,Perovskita,Perovskita,97.6,221,3,5.0
1532203,D0.957Ti3Sn1,Perovskita,Perovskita,98.2,221,3,3.0
1532329,La5.532Mn6.078O18,Perovskita,Perovskita,99.64,167,3,3.0
1532352,Sr0.5Pr0.5Fe1O2.751,Perovskita,Perovskita,99.19,221,3,4.0
1532354,Sr0.67Pr0.33Fe1O2.667,Perovskita,Perovskita,99.01,221,3,4.0
1532646,La2GaCoO6,Perovskita,Perovskita,99.68,167,3,4.0
1532648,La2GaNiO6,Perovskita,Perovskita,99.56,167,3,4.0
1532722,K0.234La5.544Mn5.778O18,Perovskita,Perovskita,99.79,167,3,4.0
1532725,K0.648La5.292Mn5.886O18,Perovskita,Perovskita,99.77,167,3,4.0
1532743,BaZrO3,Perovskita,Perovskita,99.78,221,3,3.0
1532763,Ba0.8Ca0.2Zr1O3,Perovskita,Perovskita,99.73,221,3,4.0
1532900,Ba0.38Ca0.18La0.44Ti0.57Mn0.43O2.907,Perovskita,Perovskita,99.81,221,3,6.0
1532922,K0.3Na0.2Ti1Bi0.5O3,Perovskita,Perovskita,85.93,221,3,5.0
1532963,Sr1Fe0.706Rh0.294O3,Perovskita,Perovskita,93.27,221,3,4.0
1532976,Sr1.8La4.2Ti1.2Mn4.8O18,Perovskita,Perovskita,99.85,167,3,5.0
1532977,Sr1.8La4.2Ti1.8Mn4.2O18,Perovskita,Perovskita,99.84,167,3,5.0
1533177,BaTbO3,Perovskita,Perovskita,99.7,221,3,3.0
1533255,Sr2.4La3.6Fe6O17.856,Perovskita,Perovskita,99.39,167,3,4.0
1533256,Sr2.4La3.6Fe6O16.524,Perovskita,Perovskita,98.92,167,3,4.0
1533257,Sr2.4La3.6Fe6O16.272,Perovskita,Perovskita,98.81,167,3,4.0
1533288,Sr2.4La3.6Mn6O18,Perovskita,Perovskita,99.89,167,3,4.0
1533289,Sr2.4La3.42Pr0.18Mn6O18,Perovskita,Perovskita,99.89,167,3,5.0
1533291,Sr2.4La2.52Pr1.08Mn6O18,Perovskita,Perovskita,99.89,167,3,5.0
1533292,Sr2.4La1.8Pr1.8Mn6O18,Perovskita,Perovskita,99.9,167,3,5.0
1533295,Sr1Mn0.819Ga0.181O2.868,Perovskita,Perovskita,99.42,221,3,4.0
1533297,Sr1Mn0.76Ga0.24O2.499,Perovskita,Perovskita,99.62,221,3,4.0
1533312,Sr1.998La4.002Mn6O18,Perovskita,Perovskita,99.87,167,3,4.0
1533400,Sr1Fe0.6Sn0.4O3,Perovskita,Perovskita,98.66,221,3,4.0
1533402,Sr1Fe0.7Sn0.3O3,Perovskita,Perovskita,98.95,221,3,4.0
1533405,Sr1Fe0.9Sn0.1O3,Perovskita,Perovskita,99.32,221,3,4.0
1533479,Mn3.07Ga0.93N1,Perovskita,Perovskita,97.6,221,3,3.0
1533509,K0.18La5.82Ni6O18,Perovskita,Perovskita,99.09,167,3,4.0
1533518,Sr0.9La5.1Co6O18,Perovskita,Perovskita,99.49,167,3,4.0
1533625,La5.688Mn5.688O18,Perovskita,Perovskita,99.8,167,3,3.0
1533629,La5.592Mn5.592O18,Perovskita,Perovskita,99.72,167,3,3.0
1533676,La6Mn5.4Rh0.6O18,Perovskita,Perovskita,99.84,167,3,4.0
1533692,La2Mn1.8Rh0.2O6,Perovskita,Perovskita,84.9,167,3,4.0
1533796,RbUO3,Perovskita,Perovskita,78.52,221,3,3.0
1533814,La2TiCrO6,Perovskita,Perovskita,99.87,167,3,4.0
1533817,Ca0.6La5.4Ti3Cr3O18,Perovskita,Perovskita,99.86,167,3,5.0
1533888,Ce3In1N0.92,Perovskita,Perovskita,97.32,221,3,3.0
1533890,Pr3InN,Perovskita,Perovskita,97.7,221,3,3.0
1533891,Nd3InN,Perovskita,Perovskita,97.98,221,3,3.0
1533892,Sm3InN,Perovskita,Perovskita,98.39,221,3,3.0
1533893,Tb3InN,Perovskita,Perovskita,98.78,221,3,3.0
1533894,Sc3InN,Perovskita,Perovskita,98.96,221,3,3.0
1533895,Ce3InC,Perovskita,Perovskita,97.44,221,3,3.0
1533896,Nd3InC,Perovskita,Perovskita,97.34,221,3,3.0
1533897,Gd3InN,Perovskita,Perovskita,98.59,221,3,3.0
1533898,Dy3InN,Perovskita,Perovskita,98.72,221,3,3.0
1533899,Ho3InN,Perovskita,Perovskita,98.81,221,3,3.0
1533901,Er3InN,Perovskita,Perovskita,98.85,221,3,3.0
1533903,Tm3InN,Perovskita,Perovskita,98.88,221,3,3.0
1533904,Lu3InN,Perovskita,Perovskita,98.9,221,3,3.0
1534187,Ba0.89Bi1.11O2.94,Perovskita,Perovskita,91.48,221,3,3.0
1535399,RbGeI3,Perovskita,No_perovskita,1.48,221,3,3.0
1535981,Yb3SnO,Perovskita,Perovskita,98.18,221,3,3.0
1535983,Yb3PbO,Perovskita,Perovskita,98.02,221,3,3.0
1537264,K1Nb1O2.0001F0.9999,Perovskita,Perovskita,75.93,221,3,4.0
1537564,Sr0.17La0.83Ru1O2.94,Perovskita,Perovskita,94.99,221,3,4.0
1537565,Sr0.84La0.16Ru1O3,Perovskita,Perovskita,93.9,221,3,4.0
1537566,Sr0.76La0.24Ru0.96O2.7,Perovskita,Perovskita,97.58,221,3,4.0
1537567,Sr0.78La0.22Ru1O2.88,Perovskita,Perovskita,95.2,221,3,4.0
1538293,Sr0.7La0.3Ti1O3,Perovskita,Perovskita,99.77,221,3,4.0
1538368,SrSnO3,Perovskita,Perovskita,97.85,221,3,3.0
1538967,RbCaH3,Perovskita,Perovskita,82.02,221,3,3.0
1539294,KMgH3,Perovskita,No_perovskita,34.43,221,3,3.0
1539939,Li0.9999I1O1,Perovskita,Perovskita,95.3,221,3,3.0
1540207,Mn3InC,Perovskita,No_perovskita,48.74,221,3,3.0
1540844,K0.29Ba0.71Bi1O2.919,Perovskita,Perovskita,96.72,221,3,4.0
1541644,CaSnO3,Perovskita,Perovskita,97.65,221,3,3.0
1541796,KIO3,Perovskita,Perovskita,65.35,221,3,3.0
1541963,CsSnCl3,Perovskita,No_perovskita,43.93,221,3,3.0
1541969,H0.5W1O3,Perovskita,Perovskita,84.64,221,3,3.0
1541976,Ti0.7Fe0.3Bi0.3Pb0.7O3,Perovskita,Perovskita,61.11,221,3,5.0
1541978,Ti0.2Fe0.8Bi0.8Pb0.2O3,Perovskita,No_perovskita,18.59,221,3,5.0
1541980,La0.5Ti0.5Al0.5Pb0.5O3,Perovskita,Perovskita,94.44,221,3,5.0
1541990,Ca0.96Mn0.32Si0.64O2.58,Perovskita,Perovskita,99.1,221,3,4.0
1541998,Sr1Nb0.5Fe0.5O3,Perovskita,Perovskita,99.49,221,3,4.0
1542029,CaZrO3,Perovskita,Perovskita,99.26,221,3,3.0
1542032,LaFeO3,Perovskita,Perovskita,99.19,221,3,3.0
1542048,Na0.11W1O3,Perovskita,Perovskita,99.07,221,3,3.0
1542080,La1Mg0.5Zr0.5O3,Perovskita,Perovskita,99.53,221,3,4.0
1542082,Ca0.5La1Zr0.5O3,Perovskita,Perovskita,99.28,221,3,4.0
1542083,Ca0.6La0.8Zr0.6O3,Perovskita,Perovskita,99.31,221,3,4.0
1542086,Ca0.9La0.2Zr0.9O3,Perovskita,Perovskita,99.31,221,3,4.0
1542107,Mg0.2Ti0.6Pb1W0.2O3,Perovskita,Perovskita,84.32,221,3,5.0
1542125,NaTaO3,Perovskita,Perovskita,78.94,221,3,3.0
1542145,LaMnO3,Perovskita,Perovskita,99.88,221,3,3.0
1542146,LaCrO3,Perovskita,Perovskita,99.84,221,3,3.0
1542188,La0.14W1O3,Perovskita,Perovskita,99.18,221,3,3.0
1542240,Hg0.99Br1N1,Perovskita,Perovskita,97.55,221,3,3.0
1544505,Ba0.96Bi0.86O3,Perovskita,Perovskita,88.03,221,3,3.0
1545170,CaSiO3,Perovskita,Perovskita,97.78,221,3,3.0
2002122,BaNbO3,Perovskita,Perovskita,99.42,221,3,3.0
2002351,Ba1In1O2.499,Perovskita,Perovskita,99.09,221,3,3.0
2002424,Ba1Be0.33Ir0.67O3,Perovskita,Perovskita,97.67,221,3,4.0
2002425,BaIrO3,Perovskita,Perovskita,93.74,221,3,3.0
2002884,Ba1Nb0.92O2.76,Perovskita,Perovskita,99.38,221,3,3.0
2010257,InBO3,Perovskita,Perovskita,94.8,167,3,3.0
2013925,Sr1Co1O2.64,Perovskita,Perovskita,99.07,221,3,3.0
2020252,La6Cu6O17.352,Perovskita,Perovskita,98.83,167,3,3.0
2102003,Hf0.8Ti0.2Pb1O3,Perovskita,Perovskita,94.88,221,3,4.0
2102087,KTaO3,Perovskita,Perovskita,83.84,221,3,3.0
2102560,KMnF3,Perovskita,Perovskita,88.98,221,3,3.0
2102946,Zr0.65Ti0.35Pb1O3,Perovskita,Perovskita,66.93,221,3,4.0
2102948,Ba0.1Zr0.65Ti0.35Pb0.9O3,Perovskita,Perovskita,93.72,221,3,5.0
2102951,Ba0.3Zr0.65Ti0.35Pb0.7O3,Perovskita,Perovskita,91.17,221,3,5.0
2102952,Ba0.4Zr0.65Ti0.35Pb0.6O3,Perovskita,Perovskita,92.51,221,3,5.0
2103297,Na0.5Ti1Bi0.5O3,Perovskita,Perovskita,87.1,221,3,4.0
2103982,Na0.74W1O3,Perovskita,Perovskita,90.81,221,3,3.0
2104126,La6Cr1.8Ni4.2O18,Perovskita,Perovskita,99.55,167,3,4.0
2104127,La6Cr1.2Ni4.8O18,Perovskita,Perovskita,99.43,167,3,4.0
2104128,La6Cr0.6Ni5.4O18,Perovskita,Perovskita,99.29,167,3,4.0
2104715,Sc0.5Ta0.5Pb1O3,Perovskita,Perovskita,62.15,221,3,4.0
2104718,ScTa(PbO3)2,Perovskita,Perovskita,93.27,167,3,4.0
2104726,Ba0.23Sc0.5Ta0.5Pb0.77O3,Perovskita,Perovskita,83.18,221,3,5.0
2104746,FeCO3,Perovskita,Perovskita,94.24,167,3,3.0
2106320,Zr0.9Ti0.1Pb1O3,Perovskita,Perovskita,95.72,221,3,4.0
2106894,KFeF3,Perovskita,Perovskita,94.4,221,3,3.0
2107529,TiPbO3,Perovskita,Perovskita,89.93,221,3,3.0
2215687,Pr3InO,Perovskita,Perovskita,96.23,221,3,3.0
