cif,formula,grupo_espacial,sitios,elementos,predicho_como,valor_salida_red
1511445,Ho0.174Fe1.74B0.086,229,1,3,No_perovskita,25.52
1511454,Tb0.174Fe1.74B0.086,229,1,3,No_perovskita,25.52
1511462,Y0.174Fe1.74B0.086,229,1,3,No_perovskita,25.52
1512489,Ar,225,1,1,No_perovskita,25.52
1512490,As,166,1,1,No_perovskita,25.52
1512493,Ba,229,1,1,No_perovskita,25.52
1512494,Be,194,1,1,No_perovskita,25.52
1512498,Ca,225,1,1,No_perovskita,25.52
1512499,Cd,194,1,1,No_perovskita,25.52
1512500,Cl2,64,1,1,No_perovskita,25.52
1512501,Co,194,1,1,No_perovskita,25.52
1512502,Cr,229,1,1,No_perovskita,25.52
1512503,Cs,229,1,1,No_perovskita,25.52
1512504,Cu,225,1,1,No_perovskita,25.52
1512505,F2,15,1,1,No_perovskita,25.52
1512506,Ga,64,1,1,No_perovskita,25.52
1512507,Ge,227,1,1,No_perovskita,25.52
1512508,H2,194,1,1,No_perovskita,25.52
1512509,He,194,1,1,No_perovskita,25.52
1512510,Hf,194,1,1,No_perovskita,25.52
1512511,Hg,229,1,1,No_perovskita,25.52
1512513,In,139,1,1,No_perovskita,25.52
1512514,Ir,225,1,1,No_perovskita,25.52
1512515,K,229,1,1,No_perovskita,25.52
1512516,Kr,225,1,1,No_perovskita,25.52
1512518,Lu,194,1,1,No_perovskita,25.52
1512519,Mg,194,1,1,No_perovskita,25.52
1512521,Mo,229,1,1,No_perovskita,25.52
1512522,N2,205,1,1,No_perovskita,25.52
1512524,Nb,229,1,1,No_perovskita,25.52
1512526,Ni,225,1,1,No_perovskita,25.52
1512527,O2,12,1,1,No_perovskita,25.52
1512533,Rb,229,1,1,No_perovskita,25.52
1512534,Re,194,1,1,No_perovskita,25.52
1512535,Rh,225,1,1,No_perovskita,25.52
1512536,Rn,225,1,1,No_perovskita,25.52
1512537,Ru,194,1,1,No_perovskita,25.52
1512538,Sb,166,1,1,No_perovskita,25.52
1512539,Sc,194,1,1,No_perovskita,25.52
1512540,Se,152,1,1,No_perovskita,25.52
1512541,Si,227,1,1,No_perovskita,25.52
1512542,Sn,227,1,1,No_perovskita,25.52
1512543,Sr,225,1,1,No_perovskita,25.52
1512544,Ta,229,1,1,No_perovskita,25.52
1512545,Tc,194,1,1,No_perovskita,25.52
1512547,Ti,194,1,1,No_perovskita,25.52
1512548,Tl,194,1,1,No_perovskita,25.52
1512550,W,229,1,1,No_perovskita,25.52
1512551,Xe,225,1,1,No_perovskita,25.52
1512552,Y,194,1,1,No_perovskita,25.52
1512553,Zn,194,1,1,No_perovskita,25.52
1512554,Zr,194,1,1,No_perovskita,25.52
1521321,Ba,65,1,1,No_perovskita,25.52
1521747,Sn1.48Pb0.52,194,1,2,No_perovskita,25.52
1521749,Sn1.84Pd0.16,194,1,2,No_perovskita,25.52
1521758,Li1.8Mg0.2,229,1,2,No_perovskita,25.52
1522012,Nb1.4Pt2.6,225,1,2,No_perovskita,25.52
1522079,Re1.6Mo0.4,194,1,2,No_perovskita,25.52
1522081,U1.8Os0.2,229,1,2,No_perovskita,25.52
1522085,Sn0.68Pd3.32,225,1,2,No_perovskita,25.52
1522087,Fe1.9W0.1,229,1,2,No_perovskita,25.52
1522093,Ho1.7Th0.3,194,1,2,No_perovskita,25.52
1522095,V1Ni1.5Pd1.5,225,1,3,No_perovskita,25.52
1522164,V0.5Ni1.5,139,1,2,No_perovskita,25.52
1522166,VNi3,225,1,2,No_perovskita,25.52
1522172,Ni3.2Ru0.8,225,1,2,No_perovskita,25.52
1522298,Hf1.92Zr0.08,194,1,2,No_perovskita,25.52
1522300,HfTa,229,1,2,No_perovskita,25.52
1522308,Ta0.552Pd3.448,225,1,2,No_perovskita,25.52
1522312,Hf0.1V1.9,229,1,2,No_perovskita,25.52
1522329,Pu1.85Hf0.15,194,1,2,No_perovskita,25.52
1522341,Sb0.28Rh3.72,225,1,2,No_perovskita,25.52
1522349,Pu3.956Sc0.044,225,1,2,No_perovskita,25.52
1522361,Sn3.94Pb0.06,141,1,2,No_perovskita,25.52
1522371,LiMg,229,1,2,No_perovskita,25.52
1522380,NiMo,194,1,2,No_perovskita,25.52
1522381,NbNi,194,1,2,No_perovskita,25.52
1522383,Sm0.4Pd3.6,225,1,2,No_perovskita,25.52
1522385,Gd0.4Pd3.6,225,1,2,No_perovskita,25.52
1522388,Ho0.48Pd3.52,225,1,2,No_perovskita,25.52
1522393,Mg1.94Zn0.06,194,1,2,No_perovskita,25.52
1522394,Th3.72Pa0.28,225,1,2,No_perovskita,25.52
1522396,Zn1.96Hg0.04,194,1,2,No_perovskita,25.52
1522401,La0.4Gd1.6,194,1,2,No_perovskita,25.52
1522404,Ti0.368V3.312Fe0.32,225,1,3,No_perovskita,25.52
1522405,Ti0.36V1.44Fe0.2,229,1,3,No_perovskita,25.52
1522409,In1.6Hg6.4,70,1,2,No_perovskita,25.52
1522418,VPt3,225,1,2,No_perovskita,25.52
1522441,PuNp,229,1,2,No_perovskita,25.52
1522473,Gd0.54Y0.95Ho0.51,194,1,3,No_perovskita,25.52
1522474,PuZr,225,1,2,No_perovskita,25.52
1522476,Pu0.2Zr1.8,194,1,2,No_perovskita,25.52
1522477,Pu3.68Sc0.32,225,1,2,No_perovskita,25.52
1522478,Pu1.84Sc0.16,229,1,2,No_perovskita,25.52
1522479,Pu1.84U0.16,229,1,2,No_perovskita,25.52
1522480,Pu1.6Zr0.4,229,1,2,No_perovskita,25.52
1522481,Pu1.84Hf0.16,229,1,2,No_perovskita,25.52
1522491,Fe1.92Ni0.06Sb0.02,229,1,3,No_perovskita,25.52
1522496,Ti1.7Mn0.3,229,1,2,No_perovskita,25.52
1522497,ReMo3,225,1,2,No_perovskita,25.52
1522498,Ti1.948Nb0.052,194,1,2,No_perovskita,25.52
1522499,Yb3.838Mg0.162,225,1,2,No_perovskita,25.52
1522500,Yb0.024Mg1.976,194,1,2,No_perovskita,25.52
1522509,V1.25Ga0.75,194,1,2,No_perovskita,25.52
1522515,Hf0.4Pt3.6,225,1,2,No_perovskita,25.52
1522516,Mo1.73Ir0.27,229,1,2,No_perovskita,25.52
1522517,Mo0.88Ir3.12,225,1,2,No_perovskita,25.52
1522523,Lu1.5Mg0.5,229,1,2,No_perovskita,25.52
1522524,Tb1.5Mg0.5,229,1,2,No_perovskita,25.52
1522525,Tm1.5Mg0.5,229,1,2,No_perovskita,25.52
1522526,Gd,229,1,1,No_perovskita,25.52
1522528,Gd1.5Mg0.5,229,1,2,No_perovskita,25.52
1522529,Tb,229,1,1,No_perovskita,25.52
1522531,Ho1.5Mg0.5,229,1,2,No_perovskita,25.52
1522532,Hf0.86Zr1.14,194,1,2,No_perovskita,25.52
1522533,Fe3Pt,225,1,2,No_perovskita,25.52
1522534,Fe1.5Pt0.5,229,1,2,No_perovskita,25.52
1522535,Fe3Ni0.5Pt0.5,225,1,3,No_perovskita,25.52
1522537,Ni3.64Mo0.36,225,1,2,No_perovskita,25.52
1522539,Zr0.04Ni3.96,225,1,2,No_perovskita,25.52
1522544,Hf0.04Ni3.96,225,1,2,No_perovskita,25.52
1522550,Ti2.8Nb1.2,63,1,2,No_perovskita,25.52
1522565,Fe1.9Sb0.1,229,1,2,No_perovskita,25.52
1522567,Mo0.5Ru1Pd0.5,194,1,3,No_perovskita,25.52
1522569,Mn0.55Zn1.45,139,1,2,No_perovskita,25.52
1522584,Zr1.26Pd0.74,229,1,2,No_perovskita,25.52
1522590,TcMo,229,1,2,No_perovskita,25.52
1522591,Tc1.06Pd0.94,194,1,2,No_perovskita,25.52
1522592,Tc3Pd,225,1,2,No_perovskita,25.52
1522593,Tc1.508Pt0.492,194,1,2,No_perovskita,25.52
1522594,Tc2.476Pt1.524,225,1,2,No_perovskita,25.52
1522595,TcRh,194,1,2,No_perovskita,25.52
1522596,Tc0.18Rh3.82,225,1,2,No_perovskita,25.52
1522598,Dy0.2Ag3.8,225,1,2,No_perovskita,25.52
1522599,Zr0.62Pd3.38,225,1,2,No_perovskita,25.52
1522606,Zn0.76Pd3.24,225,1,2,No_perovskita,25.52
1522620,Si0.32Ni3.68,225,1,2,No_perovskita,25.52
1522621,Ni3.68Sn0.32,225,1,2,No_perovskita,25.52
1522622,Mo1.152Pt0.848,194,1,2,No_perovskita,25.52
1522623,Mo0.8Pd0.7Rh0.5,194,1,3,No_perovskita,25.52
1522624,Mo0.5Ru0.5Pd0.5Rh0.5,194,1,4,No_perovskita,25.52
1522625,Mo0.5Ru0.7Pd0.8,194,1,3,No_perovskita,25.52
1522626,Mo0.6Ru0.6Rh0.8,194,1,3,No_perovskita,25.52
1522627,Ru1.4Pd0.3Rh0.3,194,1,3,No_perovskita,25.52
1522628,Tl1.16Hg2.84,225,1,2,No_perovskita,25.52
1522634,Nb1.6Pd0.4,229,1,2,No_perovskita,25.52
1522645,Ga0.6Pt3.4,225,1,2,No_perovskita,25.52
1522665,U0.304Pt3.696,225,1,2,No_perovskita,25.52
1522673,RuRh,194,1,2,No_perovskita,25.52
1522674,Ru0.8Rh3.2,225,1,2,No_perovskita,25.52
1522682,Zn1.2Ni2.8,225,1,2,No_perovskita,25.52
1522683,V1.6Ni2.4,225,1,2,No_perovskita,25.52
1522694,La,225,1,1,No_perovskita,25.52
1522701,Zr0.25Mo1.75,229,1,2,No_perovskita,25.52
1522713,Pu1.6Th2.4,225,1,2,No_perovskita,25.52
1522714,Ti1.6Pd0.4,229,1,2,No_perovskita,25.52
1522715,Zr1.6Pd0.4,229,1,2,No_perovskita,25.52
1522716,Hf1.86Mo0.14,229,1,2,No_perovskita,25.52
1522717,Ga0.8Re1.2,194,1,2,No_perovskita,25.52
1522725,Ga0.284Sn3.716,141,1,2,No_perovskita,25.52
1522726,Mg1.792Ga0.208,194,1,2,No_perovskita,25.52
1522727,Fe1.84Sn0.16,229,1,2,No_perovskita,25.52
1522729,V0.5Ni3Mo0.5,225,1,3,No_perovskita,25.52
1522732,Ti0.25Nb0.25Ni1.5,194,1,3,No_perovskita,25.52
1522739,Nb1.34Pd0.66,229,1,2,No_perovskita,25.52
1522744,ZrMo,229,1,2,No_perovskita,25.52
1522746,HfMo,229,1,2,No_perovskita,25.52
1522748,OsRu,194,1,2,No_perovskita,25.52
1522749,PdRh,225,1,2,No_perovskita,25.52
1522750,PtRh,225,1,2,No_perovskita,25.52
1522751,IrPt,225,1,2,No_perovskita,25.52
1522752,IrRu,194,1,2,No_perovskita,25.52
1522754,MnPd3,225,1,2,No_perovskita,25.52
1522755,Mo1.04Rh0.96,194,1,2,No_perovskita,25.52
1522756,Mo0.216Rh3.784,225,1,2,No_perovskita,25.52
1522757,Mo0.62Ru1.38,194,1,2,No_perovskita,25.52
1522758,Mo0.93Ir1.07,194,1,2,No_perovskita,25.52
1522759,Mo3.264Ir0.736,225,1,2,No_perovskita,25.52
1522761,Mn1.52Pt2.48,225,1,2,No_perovskita,25.52
1522762,Mn1.2Rh2.8,225,1,2,No_perovskita,25.52
1522763,MnRu,194,1,2,No_perovskita,25.52
1522764,PdPt,225,1,2,No_perovskita,25.52
1522765,Mn1.6Ir2.4,225,1,2,No_perovskita,25.52
1522766,IrPd,225,1,2,No_perovskita,25.52
1522767,FeRu,194,1,2,No_perovskita,25.52
1522768,Fe1.9Ru0.1,229,1,2,No_perovskita,25.52
1522769,NiRu,194,1,2,No_perovskita,25.52
1522770,Nb1.1Ru0.9,139,1,2,No_perovskita,25.52
1522772,Ta1.5Ru0.5,229,1,2,No_perovskita,25.52
1522773,Ta0.398Ru1.602,194,1,2,No_perovskita,25.52
1522774,V1.6Os0.4,229,1,2,No_perovskita,25.52
1522775,Ti1.5Rh0.5,229,1,2,No_perovskita,25.52
1522776,Ti0.4Rh3.6,225,1,2,No_perovskita,25.52
1522777,NiIr,225,1,2,No_perovskita,25.52
1522783,Nb0.44Rh3.56,225,1,2,No_perovskita,25.52
1522785,Nb1.628Rh0.372,229,1,2,No_perovskita,25.52
1522787,UNb,229,1,2,No_perovskita,25.52
1522789,Hf,229,1,1,No_perovskita,25.52
1522799,Ta1.8Os0.2,229,1,2,No_perovskita,25.52
1522800,Os0.8Pt3.2,225,1,2,No_perovskita,25.52
1522801,Os1.8Pt0.2,194,1,2,No_perovskita,25.52
1522802,Ir3.2Os0.8,225,1,2,No_perovskita,25.52
1522803,Os1.3Ir0.7,194,1,2,No_perovskita,25.52
1522804,Re1.2Ir0.8,194,1,2,No_perovskita,25.52
1522806,VMo,229,1,2,No_perovskita,25.52
1522807,Re1.08Ru0.92,194,1,2,No_perovskita,25.52
1522808,Nb0.38Ni1.62,194,1,2,No_perovskita,25.52
1522809,Nb0.604Ni3.396,225,1,2,No_perovskita,25.52
1522810,Ta0.46Ni1.54,194,1,2,No_perovskita,25.52
1522825,HfSc,194,1,2,No_perovskita,25.52
1522828,V1.8Ga0.2,229,1,2,No_perovskita,25.52
1522829,Re1.82Mo0.18,194,1,2,No_perovskita,25.52
1522830,Nb0.02Re1.98,194,1,2,No_perovskita,25.52
1522831,Re1.8Ru0.2,194,1,2,No_perovskita,25.52
1522832,Ta0.02Re1.98,194,1,2,No_perovskita,25.52
1522833,V0.05Re1.95,194,1,2,No_perovskita,25.52
1522834,Re1.84W0.16,194,1,2,No_perovskita,25.52
1522835,Mo0.932Pd1.068,194,1,2,No_perovskita,25.52
1522850,Mn1.5Ga0.5,194,1,2,No_perovskita,25.52
1522887,Sm0.1Ru1.9,194,1,2,No_perovskita,25.52
1522888,La0.1Ru1.9,194,1,2,No_perovskita,25.52
1522908,La4.8Th1.2,152,1,2,No_perovskita,25.52
1522910,La0.04Rh3.96,225,1,2,No_perovskita,25.52
1522920,TbLu,194,1,2,No_perovskita,25.52
1522926,V0.68Re0.66Mo0.66,229,1,3,No_perovskita,25.52
1522935,TbHo,194,1,2,No_perovskita,25.52
1522936,GdY,194,1,2,No_perovskita,25.52
1522937,Zn0.6Fe1.4,229,1,2,No_perovskita,25.52
1522939,Yb0.6Pd3.4,225,1,2,No_perovskita,25.52
1522940,NdGd,194,1,2,No_perovskita,25.52
1522941,Mn0.6Sb2.4,166,1,2,No_perovskita,25.52
1522942,Tc1.16Ni0.84,194,1,2,No_perovskita,25.52
1522943,Tc0.68Ni3.32,225,1,2,No_perovskita,25.52
1522954,Fe1.6Ni2Pt0.4,225,1,3,No_perovskita,25.52
1522956,V1.7Ni0.3,229,1,2,No_perovskita,25.52
1522957,Re0.8Mo1.2,229,1,2,No_perovskita,25.52
1522958,Tc1.64Mo0.36,194,1,2,No_perovskita,25.52
1522959,Re0.7W1.3,229,1,2,No_perovskita,25.52
1522967,Fe0.616Ni2.184Rh1.2,225,1,3,No_perovskita,25.52
1522975,Ti1.6Fe0.4,229,1,2,No_perovskita,25.52
1522976,Ti0.4Fe1.6,229,1,2,No_perovskita,25.52
1522978,MnV,229,1,2,No_perovskita,25.52
1522979,Nd0.4Gd1.6,194,1,2,No_perovskita,25.52
1522984,Fe1.794Ni0.206,194,1,2,No_perovskita,25.52
1522989,Yb,194,1,1,No_perovskita,25.52
1522991,Os0.2W1.8,229,1,2,No_perovskita,25.52
1522992,Hf1.2Mo0.8,229,1,2,No_perovskita,25.52
1522993,Mo0.82Os1.18,194,1,2,No_perovskita,25.52
1522995,Ti0.36Ni3.64,225,1,2,No_perovskita,25.52
1522999,Mn1.08Zn2.92,225,1,2,No_perovskita,25.52
1523000,Mn0.54Zn1.46,194,1,2,No_perovskita,25.52
1523004,Th0.6Pd3.4,225,1,2,No_perovskita,25.52
1523010,IrRh,225,1,2,No_perovskita,25.52
1523011,Hf0.46Si0.2Mo1.34,229,1,3,No_perovskita,25.52
1523013,Re1.2Pt0.8,194,1,2,No_perovskita,25.52
1523014,Re1.6Pt2.4,225,1,2,No_perovskita,25.52
1523018,Ta1.2Ru0.8,229,1,2,No_perovskita,25.52
1523023,U3.64Sb0.36,225,1,2,No_perovskita,25.52
1523025,HfTi,194,1,2,No_perovskita,25.52
1523026,ReOs,194,1,2,No_perovskita,25.52
1523027,Re0.48Pd3.52,225,1,2,No_perovskita,25.52
1523028,Re0.4Rh3.6,225,1,2,No_perovskita,25.52
1523029,Re1.08Ir2.92,225,1,2,No_perovskita,25.52
1523030,IrW,194,1,2,No_perovskita,25.52
1523031,Ir3.2W0.8,225,1,2,No_perovskita,25.52
1523035,Mg1.992Zr0.008,194,1,2,No_perovskita,25.52
1523036,TaRe,229,1,2,No_perovskita,25.52
1523048,Th,139,1,1,No_perovskita,25.52
1523058,Gd0.2Zr1.8,194,1,2,No_perovskita,25.52
