cif,formula,tipo_compuesto_real,compuesto_predicho_como,valor_salida_red,grupo_espacial,numero_sitios,numero_elementos
1526932,Sr1W1N1.308O1.689,Perovskita,Perovskita,97.1,221,3,4.0
1527016,Ba1In0.7Ga0.3O2.499,Perovskita,Perovskita,97.48,221,3,4.0
1527017,Ba1In0.6Ga0.4O2.499,Perovskita,Perovskita,97.51,221,3,4.0
1527018,Ba1In0.55Ga0.45O2.499,Perovskita,Perovskita,97.52,221,3,4.0
1527230,Ca3BiN,Perovskita,Perovskita,89.9,221,3,3.0
1527231,Ca3GeN,Perovskita,Perovskita,89.06,221,3,3.0
1527232,Ca3PN,Perovskita,Perovskita,88.31,221,3,3.0
1527234,Ca3SbN,Perovskita,No_perovskita,31.18,221,3,3.0
1527533,CsHgF3,Perovskita,No_perovskita,15.57,221,3,3.0
1527534,RbHgF3,Perovskita,No_perovskita,9.34,221,3,3.0
1528296,Sr1Fe0.6Co0.4O2.5599,Perovskita,Perovskita,97.61,221,3,4.0
1528297,Sr1Fe0.4Co0.6O2.5599,Perovskita,Perovskita,97.35,221,3,4.0
1528362,Sr0.667Gd0.333Fe1O2.9001,Perovskita,Perovskita,96.95,221,3,4.0
1528422,Sr1Mn0.91059Ga0.08941O2.9319,Perovskita,Perovskita,97.51,221,3,4.0
1528423,Sr1Mn0.7355Ga0.2645O2.829,Perovskita,Perovskita,97.5,221,3,4.0
1528424,Sr1Mn0.67413Ga0.32587O2.81619,Perovskita,Perovskita,97.5,221,3,4.0
1528425,Sr1Mn0.54131Ga0.45869O2.6511,Perovskita,Perovskita,97.45,221,3,4.0
1528632,Sr0.925Ce0.075Mn1O3,Perovskita,Perovskita,97.74,221,3,4.0
1528663,Sr1Co1O2.481,Perovskita,Perovskita,97.17,221,3,3.0
1528673,Ba1U0.3333In0.6667O3,Perovskita,Perovskita,97.41,221,3,4.0
1528786,Eu1W1N1.4199O1.5801,Perovskita,Perovskita,94.71,221,3,4.0
1528847,D3CaNi,Perovskita,Perovskita,95.69,221,3,3.0
1528887,TiHgO3,Perovskita,Perovskita,90.7,167,3,3.0
1529678,Ca4.02Cd1.98C6O18,Perovskita,Perovskita,77.79,167,3,4.0
1530064,Li2.001Br1O1,Perovskita,No_perovskita,3.15,221,3,3.0
1530110,CsPbCl3,Perovskita,No_perovskita,3.01,221,3,3.0
1530112,RbCaF3,Perovskita,Perovskita,97.31,221,3,3.0
1530681,CsPbBr3,Perovskita,No_perovskita,2.62,221,3,3.0
1530895,MnNCl3,Perovskita,No_perovskita,3.4,221,3,3.0
1530998,Sr3SnO,Perovskita,Perovskita,89.88,221,3,3.0
1531089,Ba0.7La0.3Mg0.15Ti0.85O3,Perovskita,Perovskita,97.52,221,3,5.0
1531292,La5.532Mn5.622O18,Perovskita,Perovskita,97.06,167,3,3.0
1531294,La5.322Mn6O18,Perovskita,Perovskita,96.72,167,3,3.0
1531401,La0.3Ti1Pb0.56O3,Perovskita,No_perovskita,21.42,221,3,4.0
1531497,Ba1In0.667Mo0.333O3,Perovskita,Perovskita,97.29,221,3,4.0
1531528,La5.28Mn6Pb0.6O18,Perovskita,Perovskita,97.44,167,3,4.0
1531673,Mg0.283Nb0.717Pb1O3,Perovskita,No_perovskita,40.58,221,3,4.0
1531677,Ba0.414Mg0.28Nb0.72Pb0.586O3,Perovskita,Perovskita,90.5,221,3,5.0
1531838,Ba1.8Ca0.6La3.6Mn6O18,Perovskita,Perovskita,97.75,167,3,5.0
1531841,Ba1.2Ca1.2La3.6Mn6O18,Perovskita,Perovskita,97.73,167,3,5.0
1532010,Sr2.166La3.834Mn6O18,Perovskita,Perovskita,97.71,167,3,4.0
1532172,Ca3.6La2.4Ti6O18,Perovskita,Perovskita,97.33,167,3,4.0
1532191,Sr0.3La5.7Mg0.54Ga5.46O17.1,Perovskita,Perovskita,97.54,167,3,5.0
1532194,Sr0.6La5.4Mg1.14Ga4.86O16.92,Perovskita,Perovskita,97.54,167,3,5.0
1532203,D0.957Ti3Sn1,Perovskita,Perovskita,90.51,221,3,3.0
1532329,La5.532Mn6.078O18,Perovskita,Perovskita,97.27,167,3,3.0
1532352,Sr0.5Pr0.5Fe1O2.751,Perovskita,Perovskita,97.46,221,3,4.0
1532354,Sr0.67Pr0.33Fe1O2.667,Perovskita,Perovskita,97.54,221,3,4.0
1532357,Sr0.8Pr0.2Fe1O2.745,Perovskita,Perovskita,97.49,221,3,4.0
1532358,Sr4.596La1.404Mn5.544O16.74,Perovskita,Perovskita,97.66,167,3,4.0
1532646,La2GaCoO6,Perovskita,Perovskita,97.18,167,3,4.0
1532648,La2GaNiO6,Perovskita,Perovskita,97.0,167,3,4.0
1532725,K0.648La5.292Mn5.886O18,Perovskita,Perovskita,97.58,167,3,4.0
1532743,BaZrO3,Perovskita,Perovskita,97.36,221,3,3.0
1532763,Ba0.8Ca0.2Zr1O3,Perovskita,Perovskita,97.34,221,3,4.0
1532900,Ba0.38Ca0.18La0.44Ti0.57Mn0.43O2.907,Perovskita,Perovskita,97.52,221,3,6.0
1532922,K0.3Na0.2Ti1Bi0.5O3,Perovskita,Perovskita,92.04,221,3,5.0
1532963,Sr1Fe0.706Rh0.294O3,Perovskita,Perovskita,95.77,221,3,4.0
1532976,Sr1.8La4.2Ti1.2Mn4.8O18,Perovskita,Perovskita,97.66,167,3,5.0
1532977,Sr1.8La4.2Ti1.8Mn4.2O18,Perovskita,Perovskita,97.63,167,3,5.0
1533177,BaTbO3,Perovskita,Perovskita,97.32,221,3,3.0
1533255,Sr2.4La3.6Fe6O17.856,Perovskita,Perovskita,96.96,167,3,4.0
1533256,Sr2.4La3.6Fe6O16.524,Perovskita,Perovskita,97.42,167,3,4.0
1533257,Sr2.4La3.6Fe6O16.272,Perovskita,Perovskita,97.48,167,3,4.0
1533288,Sr2.4La3.6Mn6O18,Perovskita,Perovskita,97.72,167,3,4.0
1533292,Sr2.4La1.8Pr1.8Mn6O18,Perovskita,Perovskita,97.73,167,3,5.0
1533295,Sr1Mn0.819Ga0.181O2.868,Perovskita,Perovskita,97.51,221,3,4.0
1533297,Sr1Mn0.76Ga0.24O2.499,Perovskita,Perovskita,97.49,221,3,4.0
1533312,Sr1.998La4.002Mn6O18,Perovskita,Perovskita,97.7,167,3,4.0
1533394,Sr1Fe0.4Sn0.6O3,Perovskita,Perovskita,97.1,221,3,4.0
1533400,Sr1Fe0.6Sn0.4O3,Perovskita,Perovskita,97.09,221,3,4.0
1533402,Sr1Fe0.7Sn0.3O3,Perovskita,Perovskita,97.09,221,3,4.0
1533405,Sr1Fe0.9Sn0.1O3,Perovskita,Perovskita,97.03,221,3,4.0
1533479,Mn3.07Ga0.93N1,Perovskita,Perovskita,88.23,221,3,3.0
1533518,Sr0.9La5.1Co6O18,Perovskita,Perovskita,96.77,167,3,4.0
1533525,Sr1.8La4.2Co6O18,Perovskita,Perovskita,96.8,167,3,4.0
1533625,La5.688Mn5.688O18,Perovskita,Perovskita,97.49,167,3,3.0
1533629,La5.592Mn5.592O18,Perovskita,Perovskita,97.11,167,3,3.0
1533676,La6Mn5.4Rh0.6O18,Perovskita,Perovskita,97.66,167,3,4.0
1533796,RbUO3,Perovskita,Perovskita,88.47,221,3,3.0
1533814,La2TiCrO6,Perovskita,Perovskita,97.68,167,3,4.0
1533817,Ca0.6La5.4Ti3Cr3O18,Perovskita,Perovskita,97.66,167,3,5.0
1533820,Ca1.2La4.8Ti3Cr3O18,Perovskita,Perovskita,97.63,167,3,5.0
1533883,Ba0.7Na0.3Ti0.7Nb0.3O3,Perovskita,Perovskita,97.25,221,3,5.0
1533889,La3InN,Perovskita,Perovskita,90.01,221,3,3.0
1533890,Pr3InN,Perovskita,Perovskita,89.96,221,3,3.0
1533891,Nd3InN,Perovskita,Perovskita,89.99,221,3,3.0
1533892,Sm3InN,Perovskita,Perovskita,90.03,221,3,3.0
1533893,Tb3InN,Perovskita,Perovskita,89.96,221,3,3.0
1533895,Ce3InC,Perovskita,Perovskita,89.58,221,3,3.0
1533896,Nd3InC,Perovskita,Perovskita,89.6,221,3,3.0
1533897,Gd3InN,Perovskita,Perovskita,90.05,221,3,3.0
1533898,Dy3InN,Perovskita,Perovskita,90.05,221,3,3.0
1533899,Ho3InN,Perovskita,Perovskita,90.05,221,3,3.0
1533901,Er3InN,Perovskita,Perovskita,90.05,221,3,3.0
1533903,Tm3InN,Perovskita,Perovskita,90.05,221,3,3.0
1533904,Lu3InN,Perovskita,Perovskita,90.05,221,3,3.0
1534187,Ba0.89Bi1.11O2.94,Perovskita,Perovskita,96.43,221,3,3.0
1535399,RbGeI3,Perovskita,No_perovskita,2.64,221,3,3.0
1535568,Ca1H2.01Pd1,Perovskita,Perovskita,93.24,221,3,3.0
1535981,Yb3SnO,Perovskita,Perovskita,89.89,221,3,3.0
1535983,Yb3PbO,Perovskita,Perovskita,89.9,221,3,3.0
1537264,K1Nb1O2.0001F0.9999,Perovskita,Perovskita,87.86,221,3,4.0
1537564,Sr0.17La0.83Ru1O2.94,Perovskita,Perovskita,97.01,221,3,4.0
1537565,Sr0.84La0.16Ru1O3,Perovskita,Perovskita,96.69,221,3,4.0
1537567,Sr0.78La0.22Ru1O2.88,Perovskita,Perovskita,97.0,221,3,4.0
1538292,Sr0.9La0.1Ti1O3,Perovskita,Perovskita,97.38,221,3,4.0
1538294,Sr0.6La0.4Ti1O3,Perovskita,Perovskita,97.4,221,3,4.0
1538368,SrSnO3,Perovskita,Perovskita,97.13,221,3,3.0
1538370,BaSnO3,Perovskita,Perovskita,97.35,221,3,3.0
1538967,RbCaH3,Perovskita,Perovskita,95.28,221,3,3.0
1539939,Li0.9999I1O1,Perovskita,Perovskita,58.88,221,3,3.0
1540207,Mn3InC,Perovskita,No_perovskita,5.01,221,3,3.0
1540844,K0.29Ba0.71Bi1O2.919,Perovskita,Perovskita,96.52,221,3,4.0
1541644,CaSnO3,Perovskita,Perovskita,96.81,221,3,3.0
1541796,KIO3,Perovskita,No_perovskita,6.11,221,3,3.0
1541948,Sr1Ta0.5V0.5O3,Perovskita,Perovskita,97.28,221,3,4.0
1541963,CsSnCl3,Perovskita,No_perovskita,3.07,221,3,3.0
1541976,Ti0.7Fe0.3Bi0.3Pb0.7O3,Perovskita,No_perovskita,33.49,221,3,5.0
1541978,Ti0.2Fe0.8Bi0.8Pb0.2O3,Perovskita,No_perovskita,6.62,221,3,5.0
1541980,La0.5Ti0.5Al0.5Pb0.5O3,Perovskita,Perovskita,95.06,221,3,5.0
1541998,Sr1Nb0.5Fe0.5O3,Perovskita,Perovskita,97.41,221,3,4.0
1542029,CaZrO3,Perovskita,Perovskita,97.3,221,3,3.0
1542032,LaFeO3,Perovskita,Perovskita,96.7,221,3,3.0
1542080,La1Mg0.5Zr0.5O3,Perovskita,Perovskita,97.32,221,3,4.0
1542082,Ca0.5La1Zr0.5O3,Perovskita,Perovskita,97.31,221,3,4.0
1542083,Ca0.6La0.8Zr0.6O3,Perovskita,Perovskita,97.3,221,3,4.0
1542084,Ca0.7La0.6Zr0.7O3,Perovskita,Perovskita,97.3,221,3,4.0
1542085,Ca0.8La0.4Zr0.8O3,Perovskita,Perovskita,97.3,221,3,4.0
1542107,Mg0.2Ti0.6Pb1W0.2O3,Perovskita,Perovskita,87.14,221,3,5.0
1542125,NaTaO3,Perovskita,Perovskita,90.29,221,3,3.0
1542145,LaMnO3,Perovskita,Perovskita,97.72,221,3,3.0
1542146,LaCrO3,Perovskita,Perovskita,97.55,221,3,3.0
1542240,Hg0.99Br1N1,Perovskita,Perovskita,59.05,221,3,3.0
2002122,BaNbO3,Perovskita,Perovskita,97.51,221,3,3.0
2002351,Ba1In1O2.499,Perovskita,Perovskita,97.26,221,3,3.0
2002424,Ba1Be0.33Ir0.67O3,Perovskita,Perovskita,96.67,221,3,4.0
2002425,BaIrO3,Perovskita,Perovskita,96.75,221,3,3.0
2002884,Ba1Nb0.92O2.76,Perovskita,Perovskita,97.48,221,3,3.0
2010257,InBO3,Perovskita,No_perovskita,15.81,167,3,3.0
2013925,Sr1Co1O2.64,Perovskita,Perovskita,97.54,221,3,3.0
2018876,ScBO3,Perovskita,Perovskita,93.43,167,3,3.0
2102003,Hf0.8Ti0.2Pb1O3,Perovskita,Perovskita,94.35,221,3,4.0
2102087,KTaO3,Perovskita,Perovskita,75.36,221,3,3.0
2102946,Zr0.65Ti0.35Pb1O3,Perovskita,Perovskita,74.7,221,3,4.0
2102950,Ba0.2Zr0.65Ti0.35Pb0.8O3,Perovskita,Perovskita,94.89,221,3,5.0
2102951,Ba0.3Zr0.65Ti0.35Pb0.7O3,Perovskita,Perovskita,95.29,221,3,5.0
2102952,Ba0.4Zr0.65Ti0.35Pb0.6O3,Perovskita,Perovskita,95.99,221,3,5.0
2103297,Na0.5Ti1Bi0.5O3,Perovskita,Perovskita,91.38,221,3,4.0
2103982,Na0.74W1O3,Perovskita,No_perovskita,49.8,221,3,3.0
2104126,La6Cr1.8Ni4.2O18,Perovskita,Perovskita,96.83,167,3,4.0
2104128,La6Cr0.6Ni5.4O18,Perovskita,Perovskita,96.35,167,3,4.0
2104715,Sc0.5Ta0.5Pb1O3,Perovskita,Perovskita,66.12,221,3,4.0
2104718,ScTa(PbO3)2,Perovskita,Perovskita,93.98,167,3,4.0
2104726,Ba0.23Sc0.5Ta0.5Pb0.77O3,Perovskita,Perovskita,93.5,221,3,5.0
2104731,Ba1.38Sc3Ta3Pb4.62O18,Perovskita,Perovskita,94.77,167,3,5.0
2106320,Zr0.9Ti0.1Pb1O3,Perovskita,Perovskita,94.85,221,3,4.0
2106894,KFeF3,Perovskita,Perovskita,67.92,221,3,3.0
2107529,TiPbO3,Perovskita,Perovskita,93.05,221,3,3.0
2215687,Pr3InO,Perovskita,Perovskita,89.78,221,3,3.0
2240649,SrGeO3,Perovskita,Perovskita,97.53,221,3,3.0
2300379,LuBO3,Perovskita,Perovskita,93.66,167,3,3.0
