cif,formula,tipo_compuesto_real,compuesto_predicho_como,valor_salida_red,grupo_espacial,numero_sitios,numero_elementos
1521713,Ba6Ce2.4Zr3.6O18,Perovskita,Perovskita,99.81,167,3,4.0
1521715,Ba1Ce0.4Zr0.6O3,Perovskita,Perovskita,99.53,221,3,4.0
1521717,Ba1Ce0.8Zr0.2O3,Perovskita,Perovskita,99.52,221,3,4.0
1521720,Ba0.5La0.5Fe0.5Cu0.5O2.67,Perovskita,Perovskita,99.78,221,3,5.0
1521746,Sc0.48Nb0.52Pb1O3,Perovskita,Perovskita,70.44,221,3,4.0
1521793,Sr1.02La4.32Mn6O15.498F1.998,Perovskita,Perovskita,99.87,167,3,5.0
1521797,Sr2.1La3.798Mn6O11.808F5.796,Perovskita,Perovskita,99.9,167,3,5.0
1521815,Sr0.96Ca0.04Ti1O3,Perovskita,Perovskita,99.84,221,3,4.0
1521819,Na0.6La5.4Mn6O18,Perovskita,Perovskita,99.79,167,3,4.0
1521850,La6Ti0.6Ni5.4O18,Perovskita,Perovskita,99.68,167,3,4.0
1521879,La4.8Eu1.2Ni6O18,Perovskita,Perovskita,99.65,167,3,4.0
1522003,La1.912Mn1.53Cr0.382O6,Perovskita,Perovskita,89.36,167,3,4.0
1522061,Ba0.8La0.2In1O2.598,Perovskita,Perovskita,99.84,221,3,4.0
1522062,Ba0.6La0.4In1O2.7,Perovskita,Perovskita,99.75,221,3,4.0
1522066,Ba1In0.65Ga0.35O2.4999,Perovskita,Perovskita,99.88,221,3,4.0
1522088,Ba0.829Sr0.171Ce0.11Ti0.89O3,Perovskita,Perovskita,99.89,221,3,5.0
1522090,Ba0.592Sr0.408Ti1O3,Perovskita,Perovskita,99.85,221,3,4.0
1522092,Ba0.994Sr0.006Ce0.063Ti0.937O3,Perovskita,Perovskita,99.88,221,3,5.0
1522293,Sr1Nb0.5Co0.5O3,Perovskita,Perovskita,99.58,221,3,4.0
1522299,Ba1Nb0.5Co0.5O3,Perovskita,Perovskita,99.71,221,3,4.0
1523227,Ti3.2Hg0.8N1,Perovskita,Perovskita,96.57,221,3,3.0
1523788,Nd3GaN,Perovskita,Perovskita,99.19,221,3,3.0
1525462,Ca3PbO,Perovskita,Perovskita,99.92,221,3,3.0
1525463,Sr3PbO,Perovskita,Perovskita,99.92,221,3,3.0
1525465,Ba3SnO,Perovskita,Perovskita,99.89,221,3,3.0
1525549,Sr1Ti0.1Fe0.9O2.949,Perovskita,Perovskita,99.71,221,3,4.0
1525673,CsPbF3,Perovskita,Perovskita,99.4,221,3,3.0
1525709,K0.38Ba0.62Bi1O3,Perovskita,Perovskita,99.57,221,3,4.0
1525810,Sr1.8Ca0.6La3.6Mn6O18,Perovskita,Perovskita,99.82,167,3,5.0
1525812,Sr1.2Ca1.2La3.6Mn6O18,Perovskita,Perovskita,99.82,167,3,5.0
1525854,SrLa(CoO3)2,Perovskita,Perovskita,99.72,167,3,4.0
1525856,K0.48La4.98Mn6O17.154,Perovskita,Perovskita,99.88,167,3,4.0
1525858,Na0.72La4.74Mn6O16.866,Perovskita,Perovskita,99.89,167,3,4.0
1526256,Sr1Fe0.6667Te0.3333O3,Perovskita,Perovskita,99.64,221,3,4.0
1526365,Ba0.5La0.5Mn0.5Ru0.5O3,Perovskita,Perovskita,99.31,221,3,5.0
1526405,Na1.32La3.99Ti4.68Mn1.32O18,Perovskita,Perovskita,99.8,167,3,5.0
1526437,Nd1Ge0.54Rh0.79,Perovskita,Perovskita,98.58,221,3,3.0
1526755,Ba6Ce4.2Y1.8O17.1,Perovskita,Perovskita,99.72,167,3,4.0
1526757,Ba6Ce4.8Y1.2O17.406,Perovskita,Perovskita,99.71,167,3,4.0
1526765,Ba6Ce4.5Y1.5O17.244,Perovskita,Perovskita,99.72,167,3,4.0
1526868,La4.38Nd1.62Ga6O18,Perovskita,Perovskita,99.58,167,3,4.0
1526875,La5.4Sm0.6Ga6O18,Perovskita,Perovskita,99.57,167,3,4.0
1526932,Sr1W1N1.308O1.689,Perovskita,Perovskita,99.54,221,3,4.0
1527016,Ba1In0.7Ga0.3O2.499,Perovskita,Perovskita,99.88,221,3,4.0
1527017,Ba1In0.6Ga0.4O2.499,Perovskita,Perovskita,99.88,221,3,4.0
1527018,Ba1In0.55Ga0.45O2.499,Perovskita,Perovskita,99.88,221,3,4.0
1527230,Ca3BiN,Perovskita,Perovskita,99.86,221,3,3.0
1527231,Ca3GeN,Perovskita,Perovskita,99.88,221,3,3.0
1527232,Ca3PN,Perovskita,Perovskita,99.88,221,3,3.0
1527234,Ca3SbN,Perovskita,Perovskita,99.04,221,3,3.0
1527235,Ca3SnN,Perovskita,Perovskita,98.94,221,3,3.0
1527533,CsHgF3,Perovskita,Perovskita,96.26,221,3,3.0
1528296,Sr1Fe0.6Co0.4O2.5599,Perovskita,Perovskita,99.82,221,3,4.0
1528297,Sr1Fe0.4Co0.6O2.5599,Perovskita,Perovskita,99.62,221,3,4.0
1528364,Sr1Fe1O2.9601,Perovskita,Perovskita,98.62,221,3,3.0
1528422,Sr1Mn0.91059Ga0.08941O2.9319,Perovskita,Perovskita,98.99,221,3,4.0
1528424,Sr1Mn0.67413Ga0.32587O2.81619,Perovskita,Perovskita,99.47,221,3,4.0
1528425,Sr1Mn0.54131Ga0.45869O2.6511,Perovskita,Perovskita,99.65,221,3,4.0
1528632,Sr0.925Ce0.075Mn1O3,Perovskita,Perovskita,99.8,221,3,4.0
1528663,Sr1Co1O2.481,Perovskita,Perovskita,99.65,221,3,3.0
1528786,Eu1W1N1.4199O1.5801,Perovskita,Perovskita,99.46,221,3,4.0
1528847,D3CaNi,Perovskita,Perovskita,99.66,221,3,3.0
1528887,TiHgO3,Perovskita,Perovskita,99.27,167,3,3.0
1529678,Ca4.02Cd1.98C6O18,Perovskita,Perovskita,99.57,167,3,4.0
1530064,Li2.001Br1O1,Perovskita,Perovskita,98.28,221,3,3.0
1530110,CsPbCl3,Perovskita,Perovskita,94.67,221,3,3.0
1530112,RbCaF3,Perovskita,Perovskita,97.58,221,3,3.0
1530681,CsPbBr3,Perovskita,Perovskita,95.69,221,3,3.0
1530895,MnNCl3,Perovskita,Perovskita,77.62,221,3,3.0
1530998,Sr3SnO,Perovskita,Perovskita,99.89,221,3,3.0
1531017,FeBiO3,Perovskita,Perovskita,74.45,221,3,3.0
1531089,Ba0.7La0.3Mg0.15Ti0.85O3,Perovskita,Perovskita,99.31,221,3,5.0
1531090,Ba0.9La0.1Mg0.05Ti0.95O3,Perovskita,Perovskita,99.3,221,3,5.0
1531211,La3.9Mn6Pb2.1O18,Perovskita,Perovskita,98.84,167,3,4.0
1531292,La5.532Mn5.622O18,Perovskita,Perovskita,99.65,167,3,3.0
1531401,La0.3Ti1Pb0.56O3,Perovskita,Perovskita,97.27,221,3,4.0
1531502,Ba1In0.667W0.333O3,Perovskita,Perovskita,99.56,221,3,4.0
1531528,La5.28Mn6Pb0.6O18,Perovskita,Perovskita,99.83,167,3,4.0
1531674,Ba0.23Mg0.29Nb0.71Pb0.77O3,Perovskita,Perovskita,96.55,221,3,5.0
1531677,Ba0.414Mg0.28Nb0.72Pb0.586O3,Perovskita,Perovskita,94.87,221,3,5.0
1531838,Ba1.8Ca0.6La3.6Mn6O18,Perovskita,Perovskita,99.84,167,3,5.0
1532172,Ca3.6La2.4Ti6O18,Perovskita,Perovskita,99.86,167,3,4.0
1532194,Sr0.6La5.4Mg1.14Ga4.86O16.92,Perovskita,Perovskita,99.67,167,3,5.0
1532197,Sr0.67Nd0.33Cu0.67Ru0.33O3,Perovskita,Perovskita,99.58,221,3,5.0
1532329,La5.532Mn6.078O18,Perovskita,Perovskita,99.83,167,3,3.0
1532352,Sr0.5Pr0.5Fe1O2.751,Perovskita,Perovskita,99.7,221,3,4.0
1532354,Sr0.67Pr0.33Fe1O2.667,Perovskita,Perovskita,99.73,221,3,4.0
1532357,Sr0.8Pr0.2Fe1O2.745,Perovskita,Perovskita,99.74,221,3,4.0
1532358,Sr4.596La1.404Mn5.544O16.74,Perovskita,Perovskita,99.69,167,3,4.0
1532646,La2GaCoO6,Perovskita,Perovskita,99.68,167,3,4.0
1532648,La2GaNiO6,Perovskita,Perovskita,99.67,167,3,4.0
1532722,K0.234La5.544Mn5.778O18,Perovskita,Perovskita,99.72,167,3,4.0
1532725,K0.648La5.292Mn5.886O18,Perovskita,Perovskita,99.73,167,3,4.0
1532743,BaZrO3,Perovskita,Perovskita,99.9,221,3,3.0
1532763,Ba0.8Ca0.2Zr1O3,Perovskita,Perovskita,99.85,221,3,4.0
1532900,Ba0.38Ca0.18La0.44Ti0.57Mn0.43O2.907,Perovskita,Perovskita,99.88,221,3,6.0
1532963,Sr1Fe0.706Rh0.294O3,Perovskita,Perovskita,99.15,221,3,4.0
1532976,Sr1.8La4.2Ti1.2Mn4.8O18,Perovskita,Perovskita,99.84,167,3,5.0
1532977,Sr1.8La4.2Ti1.8Mn4.2O18,Perovskita,Perovskita,99.84,167,3,5.0
1533177,BaTbO3,Perovskita,Perovskita,99.5,221,3,3.0
1533255,Sr2.4La3.6Fe6O17.856,Perovskita,Perovskita,99.64,167,3,4.0
1533256,Sr2.4La3.6Fe6O16.524,Perovskita,Perovskita,99.68,167,3,4.0
1533257,Sr2.4La3.6Fe6O16.272,Perovskita,Perovskita,99.69,167,3,4.0
1533288,Sr2.4La3.6Mn6O18,Perovskita,Perovskita,99.83,167,3,4.0
1533289,Sr2.4La3.42Pr0.18Mn6O18,Perovskita,Perovskita,99.83,167,3,5.0
1533291,Sr2.4La2.52Pr1.08Mn6O18,Perovskita,Perovskita,99.84,167,3,5.0
1533292,Sr2.4La1.8Pr1.8Mn6O18,Perovskita,Perovskita,99.84,167,3,5.0
1533297,Sr1Mn0.76Ga0.24O2.499,Perovskita,Perovskita,99.7,221,3,4.0
1533312,Sr1.998La4.002Mn6O18,Perovskita,Perovskita,99.83,167,3,4.0
1533394,Sr1Fe0.4Sn0.6O3,Perovskita,Perovskita,99.62,221,3,4.0
1533397,Sr1Fe0.5Sn0.5O3,Perovskita,Perovskita,99.62,221,3,4.0
1533400,Sr1Fe0.6Sn0.4O3,Perovskita,Perovskita,99.62,221,3,4.0
1533402,Sr1Fe0.7Sn0.3O3,Perovskita,Perovskita,99.64,221,3,4.0
1533405,Sr1Fe0.9Sn0.1O3,Perovskita,Perovskita,99.68,221,3,4.0
1533479,Mn3.07Ga0.93N1,Perovskita,Perovskita,99.68,221,3,3.0
1533509,K0.18La5.82Ni6O18,Perovskita,Perovskita,99.66,167,3,4.0
1533518,Sr0.9La5.1Co6O18,Perovskita,Perovskita,99.71,167,3,4.0
1533525,Sr1.8La4.2Co6O18,Perovskita,Perovskita,99.72,167,3,4.0
1533625,La5.688Mn5.688O18,Perovskita,Perovskita,99.7,167,3,3.0
1533629,La5.592Mn5.592O18,Perovskita,Perovskita,99.62,167,3,3.0
1533676,La6Mn5.4Rh0.6O18,Perovskita,Perovskita,99.77,167,3,4.0
1533692,La2Mn1.8Rh0.2O6,Perovskita,Perovskita,88.89,167,3,4.0
1533796,RbUO3,Perovskita,Perovskita,99.4,221,3,3.0
1533814,La2TiCrO6,Perovskita,Perovskita,99.84,167,3,4.0
1533817,Ca0.6La5.4Ti3Cr3O18,Perovskita,Perovskita,99.83,167,3,5.0
1533820,Ca1.2La4.8Ti3Cr3O18,Perovskita,Perovskita,99.81,167,3,5.0
1533883,Ba0.7Na0.3Ti0.7Nb0.3O3,Perovskita,Perovskita,99.76,221,3,5.0
1533888,Ce3In1N0.92,Perovskita,Perovskita,99.87,221,3,3.0
1533889,La3InN,Perovskita,Perovskita,99.87,221,3,3.0
1533890,Pr3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533891,Nd3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533895,Ce3InC,Perovskita,Perovskita,99.81,221,3,3.0
1533896,Nd3InC,Perovskita,Perovskita,99.81,221,3,3.0
1533897,Gd3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533898,Dy3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533899,Ho3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533901,Er3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533903,Tm3InN,Perovskita,Perovskita,99.89,221,3,3.0
1533904,Lu3InN,Perovskita,Perovskita,99.88,221,3,3.0
1534187,Ba0.89Bi1.11O2.94,Perovskita,Perovskita,99.31,221,3,3.0
1535399,RbGeI3,Perovskita,No_perovskita,29.88,221,3,3.0
1535568,Ca1H2.01Pd1,Perovskita,No_perovskita,35.02,221,3,3.0
1535981,Yb3SnO,Perovskita,Perovskita,99.92,221,3,3.0
1535983,Yb3PbO,Perovskita,Perovskita,99.92,221,3,3.0
1537264,K1Nb1O2.0001F0.9999,Perovskita,Perovskita,98.97,221,3,4.0
1537564,Sr0.17La0.83Ru1O2.94,Perovskita,Perovskita,99.57,221,3,4.0
1537565,Sr0.84La0.16Ru1O3,Perovskita,Perovskita,99.43,221,3,4.0
1537566,Sr0.76La0.24Ru0.96O2.7,Perovskita,Perovskita,99.64,221,3,4.0
1537567,Sr0.78La0.22Ru1O2.88,Perovskita,Perovskita,99.62,221,3,4.0
1538292,Sr0.9La0.1Ti1O3,Perovskita,Perovskita,99.85,221,3,4.0
1538293,Sr0.7La0.3Ti1O3,Perovskita,Perovskita,99.86,221,3,4.0
1538294,Sr0.6La0.4Ti1O3,Perovskita,Perovskita,99.86,221,3,4.0
1538368,SrSnO3,Perovskita,Perovskita,99.56,221,3,3.0
1538370,BaSnO3,Perovskita,Perovskita,99.53,221,3,3.0
1538967,RbCaH3,Perovskita,Perovskita,82.59,221,3,3.0
1539939,Li0.9999I1O1,Perovskita,Perovskita,54.96,221,3,3.0
1540844,K0.29Ba0.71Bi1O2.919,Perovskita,Perovskita,99.63,221,3,4.0
1541644,CaSnO3,Perovskita,Perovskita,99.55,221,3,3.0
1541796,KIO3,Perovskita,Perovskita,97.21,221,3,3.0
1541948,Sr1Ta0.5V0.5O3,Perovskita,Perovskita,99.76,221,3,4.0
1541963,CsSnCl3,Perovskita,Perovskita,95.65,221,3,3.0
1541969,H0.5W1O3,Perovskita,No_perovskita,13.01,221,3,3.0
1541976,Ti0.7Fe0.3Bi0.3Pb0.7O3,Perovskita,Perovskita,98.52,221,3,5.0
1541978,Ti0.2Fe0.8Bi0.8Pb0.2O3,Perovskita,Perovskita,83.49,221,3,5.0
1541980,La0.5Ti0.5Al0.5Pb0.5O3,Perovskita,Perovskita,95.9,221,3,5.0
1541990,Ca0.96Mn0.32Si0.64O2.58,Perovskita,Perovskita,99.55,221,3,4.0
1541998,Sr1Nb0.5Fe0.5O3,Perovskita,Perovskita,99.55,221,3,4.0
1541999,Sr1Ta0.5Fe0.5O3,Perovskita,Perovskita,99.59,221,3,4.0
1542029,CaZrO3,Perovskita,Perovskita,99.54,221,3,3.0
1542032,LaFeO3,Perovskita,Perovskita,99.57,221,3,3.0
1542048,Na0.11W1O3,Perovskita,Perovskita,99.45,221,3,3.0
1542080,La1Mg0.5Zr0.5O3,Perovskita,Perovskita,99.6,221,3,4.0
1542082,Ca0.5La1Zr0.5O3,Perovskita,Perovskita,98.77,221,3,4.0
1542083,Ca0.6La0.8Zr0.6O3,Perovskita,Perovskita,98.98,221,3,4.0
1542084,Ca0.7La0.6Zr0.7O3,Perovskita,Perovskita,99.17,221,3,4.0
1542085,Ca0.8La0.4Zr0.8O3,Perovskita,Perovskita,99.37,221,3,4.0
1542086,Ca0.9La0.2Zr0.9O3,Perovskita,Perovskita,99.48,221,3,4.0
1542125,NaTaO3,Perovskita,Perovskita,89.94,221,3,3.0
1542145,LaMnO3,Perovskita,Perovskita,99.85,221,3,3.0
1542188,La0.14W1O3,Perovskita,Perovskita,99.8,221,3,3.0
1542240,Hg0.99Br1N1,Perovskita,No_perovskita,39.69,221,3,3.0
1544505,Ba0.96Bi0.86O3,Perovskita,Perovskita,96.88,221,3,3.0
1545170,CaSiO3,Perovskita,Perovskita,94.15,221,3,3.0
2002122,BaNbO3,Perovskita,Perovskita,99.3,221,3,3.0
2002144,Mn0.5Te0.5Pb1O3,Perovskita,Perovskita,80.41,221,3,4.0
2002351,Ba1In1O2.499,Perovskita,Perovskita,99.7,221,3,3.0
2002425,BaIrO3,Perovskita,Perovskita,99.48,221,3,3.0
2002884,Ba1Nb0.92O2.76,Perovskita,Perovskita,99.61,221,3,3.0
2010257,InBO3,Perovskita,Perovskita,96.65,167,3,3.0
2013925,Sr1Co1O2.64,Perovskita,Perovskita,99.8,221,3,3.0
2018876,ScBO3,Perovskita,Perovskita,98.78,167,3,3.0
2102003,Hf0.8Ti0.2Pb1O3,Perovskita,Perovskita,99.41,221,3,4.0
2102087,KTaO3,Perovskita,Perovskita,99.31,221,3,3.0
2102560,KMnF3,Perovskita,Perovskita,99.36,221,3,3.0
2102946,Zr0.65Ti0.35Pb1O3,Perovskita,Perovskita,88.86,221,3,4.0
2102948,Ba0.1Zr0.65Ti0.35Pb0.9O3,Perovskita,Perovskita,99.35,221,3,5.0
2102950,Ba0.2Zr0.65Ti0.35Pb0.8O3,Perovskita,Perovskita,99.33,221,3,5.0
2103297,Na0.5Ti1Bi0.5O3,Perovskita,Perovskita,93.52,221,3,4.0
2103982,Na0.74W1O3,Perovskita,Perovskita,97.53,221,3,3.0
2104126,La6Cr1.8Ni4.2O18,Perovskita,Perovskita,99.65,167,3,4.0
2104127,La6Cr1.2Ni4.8O18,Perovskita,Perovskita,99.67,167,3,4.0
2104128,La6Cr0.6Ni5.4O18,Perovskita,Perovskita,99.66,167,3,4.0
2104715,Sc0.5Ta0.5Pb1O3,Perovskita,Perovskita,82.28,221,3,4.0
2104718,ScTa(PbO3)2,Perovskita,Perovskita,99.31,167,3,4.0
2104726,Ba0.23Sc0.5Ta0.5Pb0.77O3,Perovskita,Perovskita,95.28,221,3,5.0
2104731,Ba1.38Sc3Ta3Pb4.62O18,Perovskita,Perovskita,99.22,167,3,5.0
2104746,FeCO3,Perovskita,Perovskita,94.96,167,3,3.0
2106894,KFeF3,Perovskita,Perovskita,99.45,221,3,3.0
2215687,Pr3InO,Perovskita,Perovskita,99.91,221,3,3.0
2240649,SrGeO3,Perovskita,Perovskita,99.7,221,3,3.0
2300379,LuBO3,Perovskita,Perovskita,99.25,167,3,3.0
2310021,La0.673Ti1Ag0.327O3,Perovskita,Perovskita,96.46,221,3,4.0
2310095,VBO3,Perovskita,Perovskita,98.89,167,3,3.0
2310428,KCoF3,Perovskita,Perovskita,96.49,221,3,3.0
2310591,Cu0.5001Br1N1,Perovskita,Perovskita,98.64,221,3,3.0
2310755,EuTiO3,Perovskita,Perovskita,99.81,221,3,3.0
